mannerofdeath,armed,age,gender,race,state,mentalillness,threatlevel,flee,bodycamera
shot,gun,28,M,A,MN,FALSE,attack,Not fleeing,TRUE
shot,knife,31,M,H,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,51,M,W,CO,FALSE,attack,Car,FALSE
shot,gun,47,M,W,PA,TRUE,other,Not fleeing,FALSE
shot,gun,52,M,H,FL,FALSE,other,Foot,FALSE
shot and Tasered,knife,35,M,H,FL,TRUE,attack,Not fleeing,FALSE
shot,gun,25,M,W,WV,TRUE,attack,Car,FALSE
shot,gun,34,F,H,AZ,TRUE,undetermined,Foot,FALSE
shot,knife,58,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,gun,24,M,B,KY,FALSE,other,Not fleeing,TRUE
shot,vehicle,22,F,B,FL,FALSE,attack,Car,FALSE
shot,gun,46,M,W,AZ,FALSE,attack,Not fleeing,FALSE
shot,gun,43,M,W,AZ,FALSE,other,Not fleeing,FALSE
shot,unarmed,44,M,H,CO,FALSE,attack,Foot,FALSE
shot,gun,35,M,B,AL,TRUE,attack,Foot,FALSE
shot,gun,29,M,W,AZ,TRUE,attack,Not fleeing,TRUE
shot,gun,57,M,W,KY,FALSE,attack,Not fleeing,FALSE
shot,gun,42,M,B,VA,FALSE,attack,Foot,FALSE
shot,undetermined,44,M,H,CA,FALSE,other,Car,FALSE
shot,gun,20,M,B,MD,FALSE,other,Foot,TRUE
shot,gun,32,M,W,SC,FALSE,attack,Not fleeing,FALSE
shot,gun,34,M,H,AZ,FALSE,other,Not fleeing,FALSE
shot,gun,18,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot and Tasered,gun,31,M,W,TX,FALSE,attack,Car,FALSE
shot,gun,35,M,W,AZ,FALSE,attack,Foot,FALSE
shot,gun,34,M,W,FL,TRUE,other,Not fleeing,FALSE
shot,gun,26,M,W,NC,FALSE,attack,Other,FALSE
shot,unarmed,55,M,B,TX,FALSE,attack,Foot,TRUE
shot and Tasered,gun,38,M,W,AL,FALSE,other,Not fleeing,FALSE
shot,gun,23,M,B,OH,TRUE,attack,Not fleeing,FALSE
shot,knife,30,M,W,OK,FALSE,attack,Not fleeing,TRUE
shot,hammer,44,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,unarmed,27,M,H,CA,FALSE,other,Car,FALSE
shot,gun,43,M,N,NV,FALSE,attack,Not fleeing,FALSE
shot,gun,25,F,W,MO,FALSE,attack,Foot,FALSE
shot,gun,35,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,31,F,W,KY,TRUE,other,Not fleeing,TRUE
shot,undetermined,35,M,N,ND,FALSE,other,Car,FALSE
shot,unarmed,37,M,W,PA,FALSE,attack,Not fleeing,FALSE
shot,gun,25,M,W,CT,FALSE,attack,Foot,FALSE
shot and Tasered,screwdriver,34,M,H,TX,FALSE,other,Not fleeing,FALSE
shot,gun,33,M,B,FL,FALSE,attack,Not fleeing,FALSE
shot,gun,33,M,B,OH,FALSE,attack,Foot,FALSE
shot,gun,32,M,W,AL,FALSE,attack,Other,FALSE
shot,gun,34,M,W,NY,FALSE,attack,Car,FALSE
shot,machete,46,M,B,FL,TRUE,other,Not fleeing,FALSE
shot,gun and car,40,M,H,CO,FALSE,attack,Car,FALSE
shot,knife,17,M,H,OR,FALSE,other,Car,FALSE
shot,gun,46,M,B,MS,FALSE,attack,Car,FALSE
shot,gun,50,M,W,CO,FALSE,attack,Not fleeing,FALSE
shot,knife,41,M,W,IN,FALSE,attack,Not fleeing,FALSE
shot,gun,33,M,N,WA,FALSE,attack,Not fleeing,FALSE
shot,knife,25,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,undetermined,27,M,B,CA,FALSE,other,Not fleeing,FALSE
shot,gun,39,M,W,TN,FALSE,attack,Not fleeing,FALSE
shot,gun,22,M,B,TX,FALSE,attack,Not fleeing,FALSE
shot,ax,37,F,W,NM,TRUE,other,Not fleeing,FALSE
shot,gun,27,M,H,AL,FALSE,attack,Not fleeing,FALSE
shot,pitchfork,56,M,W,CA,TRUE,attack,Not fleeing,FALSE
shot,gun,71,M,W,FL,TRUE,attack,Not fleeing,FALSE
shot,gun and car,53,M,W,FL,FALSE,attack,Car,FALSE
shot,gun and car,39,M,W,AL,FALSE,attack,Car,FALSE
shot,knife,56,M,A,AR,FALSE,attack,Not fleeing,FALSE
shot,gun,24,M,B,MS,FALSE,other,Not fleeing,TRUE
shot,gun,31,M,W,IN,TRUE,attack,Not fleeing,FALSE
shot,gun,20,M,B,CA,FALSE,undetermined,Foot,FALSE
shot,gun,35,M,W,MS,FALSE,attack,Not fleeing,FALSE
shot,vehicle,31,F,H,NM,FALSE,attack,Not fleeing,FALSE
shot,knife,54,F,W,VA,TRUE,other,Not fleeing,FALSE
shot,gun,32,F,W,GA,TRUE,attack,Not fleeing,FALSE
shot,gun,35,M,B,NV,FALSE,attack,Not fleeing,FALSE
shot,gun,30,M,W,GA,FALSE,attack,Car,FALSE
shot,gun,32,M,W,TN,FALSE,attack,Foot,FALSE
shot,gun,31,M,W,VA,FALSE,other,Not fleeing,FALSE
shot,knife,14,M,N,WI,FALSE,other,Not fleeing,FALSE
shot,gun,25,M,B,NC,FALSE,attack,Car,FALSE
shot,gun,35,M,W,MS,TRUE,attack,Not fleeing,FALSE
shot,gun,27,M,W,KY,FALSE,other,Car,FALSE
shot,unarmed,23,F,W,KY,FALSE,other,Car,FALSE
shot,gun,55,M,W,LA,TRUE,attack,Not fleeing,FALSE
shot,knife,43,M,B,AZ,FALSE,attack,Not fleeing,FALSE
shot,gun,62,M,W,MN,TRUE,attack,Not fleeing,FALSE
shot,gun,25,M,B,CO,FALSE,other,Foot,FALSE
shot,gun,50,M,W,NM,FALSE,attack,Not fleeing,FALSE
shot,gun,19,M,W,IA,TRUE,attack,Other,FALSE
shot,gun,41,M,B,NV,FALSE,attack,Not fleeing,FALSE
shot,gun,55,M,W,LA,FALSE,attack,Not fleeing,FALSE
shot,knife,67,M,B,NY,TRUE,attack,Not fleeing,TRUE
shot,unarmed,24,M,B,LA,FALSE,attack,Foot,TRUE
shot,unarmed,29,M,A,OK,TRUE,other,Not fleeing,TRUE
shot,gun,48,M,W,AK,FALSE,attack,Car,FALSE
shot,gun,22,M,H,CA,FALSE,attack,Car,FALSE
shot,gun,59,M,W,NY,TRUE,attack,Not fleeing,FALSE
shot,gun,68,M,B,TX,FALSE,attack,Not fleeing,FALSE
shot,unarmed,25,M,W,NM,FALSE,other,Car,FALSE
shot,unarmed,23,M,H,NM,FALSE,other,Car,FALSE
shot,gun,46,M,B,LA,FALSE,attack,Not fleeing,FALSE
shot,unarmed,25,M,W,VA,FALSE,undetermined,Car,FALSE
shot,gun,30,M,W,WV,FALSE,attack,Not fleeing,FALSE
shot,unarmed,56,M,B,AL,FALSE,other,Car,FALSE
shot,gun,27,M,W,SC,FALSE,attack,Car,FALSE
shot,gun,26,M,W,IA,FALSE,attack,Not fleeing,FALSE
shot,knife,15,M,W,MS,FALSE,undetermined,Not fleeing,FALSE
shot,gun,26,M,H,OR,FALSE,other,Foot,FALSE
shot,gun,32,M,W,MO,TRUE,attack,Not fleeing,FALSE
shot,gun,32,M,B,AL,FALSE,attack,Not fleeing,FALSE
shot,knife,43,M,W,MI,TRUE,other,Not fleeing,FALSE
shot,gun,26,M,W,TX,TRUE,attack,Not fleeing,FALSE
shot,unknown weapon,51,M,W,AZ,FALSE,undetermined,Not fleeing,FALSE
shot,gun,39,M,H,NM,FALSE,attack,Not fleeing,FALSE
shot,gun,43,M,H,CA,FALSE,attack,Car,FALSE
shot,gun,31,M,W,AL,FALSE,attack,Not fleeing,FALSE
shot,knife,22,M,H,CA,FALSE,undetermined,Not fleeing,FALSE
shot,gun,40,M,H,CA,TRUE,attack,Not fleeing,FALSE
shot,gun,30,M,W,NV,FALSE,attack,Not fleeing,FALSE
shot,gun,59,M,W,WA,FALSE,attack,Foot,FALSE
shot,gun,32,M,B,NC,FALSE,other,Foot,FALSE
shot,gun,37,M,H,CA,FALSE,other,Car,FALSE
shot,unarmed,42,M,B,CA,FALSE,other,Car,TRUE
shot,knife,37,M,H,CA,TRUE,other,Not fleeing,FALSE
shot,gun,33,M,W,CO,FALSE,attack,Not fleeing,FALSE
shot,sword,62,M,W,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,46,M,W,GA,FALSE,attack,Not fleeing,FALSE
shot,machete,69,M,H,NY,FALSE,other,Not fleeing,FALSE
shot,gun,24,M,B,VA,FALSE,attack,Not fleeing,FALSE
shot,unarmed,42,M,B,FL,TRUE,attack,Not fleeing,TRUE
shot,gun,49,M,W,WY,FALSE,attack,Not fleeing,FALSE
shot,gun,35,M,W,WI,FALSE,attack,Car,FALSE
shot,unarmed,19,M,N,CO,FALSE,undetermined,Foot,FALSE
shot,gun,22,M,A,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,16,M,W,DE,FALSE,attack,Not fleeing,FALSE
shot,gun,69,M,W,AR,FALSE,attack,Not fleeing,FALSE
shot,Taser,28,M,N,OK,FALSE,attack,Not fleeing,FALSE
shot,undetermined,50,F,W,GA,TRUE,other,Not fleeing,FALSE
shot,gun,34,M,W,TN,FALSE,attack,Not fleeing,FALSE
shot,unarmed,27,M,B,FL,FALSE,other,Car,FALSE
shot,hatchet,48,M,B,MI,FALSE,other,Not fleeing,FALSE
shot,toy weapon,33,M,W,OH,TRUE,other,Not fleeing,FALSE
shot,unarmed,6,M,W,TX,FALSE,other,Not fleeing,FALSE
shot,pipe,30,F,W,TX,FALSE,other,Foot,TRUE
shot,gun,26,M,H,CO,TRUE,other,Foot,FALSE
shot,gun,40,M,W,MN,FALSE,attack,Foot,FALSE
shot,machete,46,M,H,TX,FALSE,other,Not fleeing,FALSE
shot,gun,20,M,W,AK,TRUE,attack,Not fleeing,TRUE
shot,gun,28,M,B,IN,FALSE,attack,Car,FALSE
shot,gun,30,M,W,CA,FALSE,attack,Car,FALSE
shot,gun,38,F,H,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,36,M,N,WA,FALSE,attack,Foot,TRUE
shot,unarmed,28,M,W,KS,FALSE,other,Not fleeing,FALSE
shot,gun,38,M,W,VA,TRUE,attack,Not fleeing,FALSE
shot,gun,30,M,B,IN,FALSE,attack,Car,FALSE
shot,gun,31,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,65,M,W,GA,TRUE,attack,Not fleeing,FALSE
shot,gun,65,M,W,FL,TRUE,attack,Not fleeing,TRUE
shot,gun,30,F,W,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,49,M,W,AR,TRUE,attack,Not fleeing,FALSE
shot,knife,66,M,W,MO,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,B,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,27,M,W,ID,FALSE,attack,Not fleeing,FALSE
shot,gun,31,M,W,WI,FALSE,attack,Not fleeing,FALSE
shot,gun,46,M,W,MO,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,B,OH,FALSE,attack,Not fleeing,FALSE
shot,gun,35,M,A,CA,FALSE,other,Not fleeing,FALSE
shot,pole and knife,24,M,H,NM,FALSE,other,Not fleeing,FALSE
shot,gun,17,M,B,AR,FALSE,attack,Not fleeing,FALSE
shot,baseball bat,39,M,W,OK,FALSE,other,Not fleeing,FALSE
shot,gun,21,M,W,TX,FALSE,attack,Not fleeing,FALSE
shot,knife,21,M,N,WI,FALSE,other,Not fleeing,FALSE
shot,gun,57,M,H,FL,FALSE,attack,Not fleeing,FALSE
shot,vehicle,27,M,W,PA,FALSE,other,Car,FALSE
shot,gun,62,M,W,AL,FALSE,attack,Not fleeing,FALSE
shot and Tasered,unarmed,40,M,B,NM,FALSE,other,Car,FALSE
shot,gun,38,M,B,FL,FALSE,other,Foot,FALSE
shot,knife,27,M,H,CA,TRUE,other,Not fleeing,FALSE
shot,gun,54,M,B,VA,FALSE,attack,Not fleeing,FALSE
shot,gun,27,M,W,WA,FALSE,attack,Not fleeing,FALSE
shot and Tasered,unarmed,51,M,W,AZ,TRUE,other,Not fleeing,FALSE
shot,gun,25,M,W,TN,FALSE,other,Not fleeing,FALSE
shot,gun,20,M,B,MO,FALSE,attack,Foot,FALSE
shot and Tasered,gun,32,M,W,MO,FALSE,attack,Foot,FALSE
shot,ax,27,M,A,CA,TRUE,other,Not fleeing,TRUE
shot,vehicle,21,M,B,CA,FALSE,other,Car,FALSE
shot,gun,44,M,W,SC,FALSE,attack,Car,FALSE
shot,gun,31,M,W,NV,FALSE,other,Not fleeing,FALSE
shot,gun,43,M,B,CA,FALSE,other,Not fleeing,FALSE
shot,gun,39,M,W,KY,FALSE,other,Not fleeing,FALSE
shot,gun,54,M,W,OR,FALSE,attack,Car,FALSE
shot,gun,22,M,B,OH,FALSE,other,Not fleeing,FALSE
shot,gun,42,M,W,NC,TRUE,other,Not fleeing,TRUE
shot,gun,22,M,H,CA,FALSE,other,Not fleeing,FALSE
shot,gun,42,M,H,OR,FALSE,other,Not fleeing,FALSE
shot,gun,32,M,W,VT,FALSE,undetermined,Foot,FALSE
shot,unknown weapon,30,M,H,TX,FALSE,other,Not fleeing,FALSE
shot,gun,53,F,W,ID,FALSE,attack,Not fleeing,FALSE
shot and Tasered,unarmed,27,M,W,CO,FALSE,attack,Not fleeing,FALSE
shot,pellet gun,72,F,B,OK,FALSE,attack,Not fleeing,FALSE
shot,gun,29,M,B,IA,TRUE,attack,Car,FALSE
shot,gun,34,M,B,TN,FALSE,other,Car,FALSE
shot,gun,26,M,B,WI,FALSE,attack,Foot,FALSE
shot,gun,31,M,B,PA,FALSE,attack,Not fleeing,FALSE
shot,knife,58,M,W,IN,TRUE,attack,Not fleeing,FALSE
shot,knife,23,M,W,MN,FALSE,other,Not fleeing,FALSE
shot,gun,44,M,W,GA,FALSE,other,Not fleeing,FALSE
shot,gun,46,M,W,FL,FALSE,attack,Not fleeing,FALSE
shot,unarmed,61,M,B,TX,TRUE,other,Not fleeing,FALSE
shot,unknown weapon,35,M,W,WA,TRUE,other,Not fleeing,FALSE
shot,gun,36,M,W,MI,TRUE,other,Not fleeing,FALSE
shot,unarmed,37,M,W,OK,FALSE,other,Not fleeing,FALSE
shot,gun,35,M,H,CO,FALSE,attack,Other,TRUE
shot,gun,40,M,W,OK,FALSE,other,Car,FALSE
shot,pipe,18,M,H,TX,FALSE,attack,Foot,FALSE
shot,unarmed,38,M,B,FL,TRUE,other,Car,FALSE
shot,unknown weapon,54,M,W,ID,FALSE,other,Foot,FALSE
shot,unknown weapon,27,M,H,NV,FALSE,other,Foot,FALSE
shot,gun,62,M,W,MI,FALSE,attack,Not fleeing,FALSE
shot,gun,66,M,W,MD,FALSE,attack,Not fleeing,FALSE
shot,unarmed,47,M,H,TX,FALSE,other,Not fleeing,FALSE
shot,knife,19,M,H,TX,FALSE,attack,Other,FALSE
shot,toy weapon,27,M,W,GA,TRUE,attack,Not fleeing,FALSE
shot,gun,23,M,W,TX,FALSE,attack,Car,FALSE
shot,knife,42,M,W,IL,FALSE,attack,Not fleeing,FALSE
shot,vehicle,21,F,B,MS,FALSE,attack,Car,FALSE
shot,gun,43,F,W,TX,TRUE,attack,Not fleeing,FALSE
shot,gun,45,M,W,KY,FALSE,attack,Not fleeing,FALSE
shot,gun,33,M,B,MD,FALSE,attack,Foot,TRUE
shot,gun,38,M,W,GA,FALSE,attack,Foot,FALSE
shot,gun,33,M,W,TX,FALSE,attack,Car,FALSE
shot,knife,52,M,B,NY,FALSE,other,Foot,TRUE
shot,unarmed,40,M,W,OK,FALSE,other,Not fleeing,FALSE
shot,knife,20,M,H,MN,FALSE,other,Foot,FALSE
shot,knife,39,M,H,CO,FALSE,other,Not fleeing,FALSE
shot,unarmed,35,M,W,OH,TRUE,attack,Foot,FALSE
shot,gun,32,M,B,IL,FALSE,attack,Foot,FALSE
shot,gun,56,M,W,OK,FALSE,attack,Not fleeing,FALSE
shot,gun,37,M,B,TX,FALSE,attack,Foot,FALSE
shot,gun,32,M,W,KY,FALSE,attack,Not fleeing,FALSE
shot,knife,28,M,B,GA,FALSE,other,Other,FALSE
shot,knife,27,M,W,NC,TRUE,other,Not fleeing,TRUE
shot,unarmed,43,M,W,MA,FALSE,other,Foot,FALSE
shot,gun,49,M,W,MS,FALSE,attack,Foot,FALSE
shot,gun,16,M,B,CA,FALSE,other,Foot,FALSE
shot,gun,35,M,W,CA,FALSE,other,Not fleeing,FALSE
shot,gun,19,M,H,CO,FALSE,attack,Not fleeing,FALSE
shot,unarmed,59,M,W,FL,FALSE,other,Not fleeing,FALSE
shot,knife,29,M,H,CO,FALSE,other,Not fleeing,FALSE
shot,BB gun,40,M,W,CA,FALSE,other,Not fleeing,FALSE
shot,knife,35,M,H,FL,TRUE,other,Not fleeing,FALSE
shot,gun,39,M,B,GA,FALSE,attack,Not fleeing,FALSE
shot,vehicle,36,M,B,GA,FALSE,other,Car,FALSE
shot,gun,78,M,W,AZ,FALSE,other,Not fleeing,TRUE
shot,toy weapon,25,M,W,OH,FALSE,undetermined,Foot,FALSE
shot,gun,41,M,W,CO,FALSE,other,Not fleeing,FALSE
shot,gun,63,M,W,AZ,FALSE,attack,Not fleeing,TRUE
shot and Tasered,machete,48,M,B,FL,TRUE,other,Not fleeing,FALSE
shot,gun,42,M,W,VT,TRUE,other,Not fleeing,FALSE
shot,gun,39,M,B,PA,FALSE,attack,Foot,FALSE
shot,gun,84,M,W,FL,TRUE,attack,Not fleeing,FALSE
shot,unarmed,33,M,B,CA,FALSE,attack,Foot,FALSE
shot,gun and knife,52,M,A,CO,FALSE,other,Not fleeing,FALSE
shot,knife,30,M,B,IN,TRUE,attack,Not fleeing,FALSE
shot,gun,29,M,W,IN,FALSE,other,Not fleeing,FALSE
shot,gun,27,M,W,MO,TRUE,attack,Other,FALSE
shot,gun,41,M,W,AL,TRUE,attack,Not fleeing,FALSE
shot,gun,57,M,H,AZ,FALSE,attack,Not fleeing,FALSE
shot,gun,27,M,N,UT,FALSE,attack,Car,FALSE
shot,gun,58,M,W,NC,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,B,WV,FALSE,attack,Not fleeing,FALSE
shot,gun,55,M,W,OK,TRUE,attack,Not fleeing,FALSE
shot,gun,33,M,H,TX,FALSE,attack,Car,FALSE
shot,gun,23,M,H,TX,TRUE,attack,Other,FALSE
shot,knife,45,M,B,TX,FALSE,other,Foot,TRUE
shot,gun,37,M,B,MD,FALSE,attack,Car,FALSE
shot,gun,21,M,B,AL,FALSE,attack,Foot,FALSE
shot,gun,27,M,W,ND,FALSE,attack,Car,FALSE
shot,gun,39,M,B,AZ,FALSE,attack,Car,FALSE
shot,gun,37,M,B,MS,FALSE,attack,Foot,FALSE
shot,unarmed,22,M,B,TX,FALSE,other,Car,FALSE
shot,gun,27,M,W,AZ,FALSE,other,Foot,FALSE
shot,unarmed,37,M,B,VA,FALSE,other,Foot,FALSE
shot,toy weapon,58,M,W,IN,FALSE,other,Not fleeing,FALSE
shot,knife,25,M,B,OK,FALSE,attack,Not fleeing,FALSE
shot,sword,36,M,W,WY,FALSE,other,Foot,FALSE
shot,gun,27,M,W,OH,FALSE,attack,Foot,FALSE
shot,gun,25,M,W,KS,FALSE,attack,Not fleeing,FALSE
shot,gun,40,M,B,MO,FALSE,attack,Not fleeing,FALSE
shot and Tasered,machete,22,M,W,CA,TRUE,other,Not fleeing,TRUE
shot,gun,29,M,B,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,20,M,W,SC,FALSE,other,Car,TRUE
shot,gun,33,M,W,ID,FALSE,attack,Not fleeing,FALSE
shot,gun,48,M,B,FL,FALSE,attack,Not fleeing,FALSE
shot,machete,40,M,B,VA,FALSE,other,Car,FALSE
shot,unknown weapon,29,M,H,AZ,FALSE,other,Not fleeing,FALSE
shot,unknown weapon,29,M,H,PA,FALSE,other,Not fleeing,FALSE
shot,gun,44,M,W,AZ,FALSE,attack,Foot,FALSE
shot,knife,36,M,W,AZ,FALSE,other,Not fleeing,FALSE
shot,gun,48,M,W,AZ,FALSE,other,Not fleeing,FALSE
shot,unknown weapon,49,M,B,TX,FALSE,attack,Not fleeing,TRUE
shot,piece of wood,38,F,H,AZ,FALSE,other,Not fleeing,FALSE
shot,gun,41,M,B,MS,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,W,ID,TRUE,attack,Not fleeing,FALSE
shot,toy weapon,33,M,W,GA,FALSE,attack,Not fleeing,FALSE
shot,knife,44,M,W,FL,TRUE,other,Foot,FALSE
shot,gun,65,M,W,AL,FALSE,attack,Not fleeing,FALSE
shot,knife,25,M,W,NM,FALSE,other,Not fleeing,FALSE
shot,gun,40,M,W,IN,FALSE,attack,Not fleeing,TRUE
shot,gun,36,M,W,IN,TRUE,attack,Not fleeing,FALSE
shot,gun,55,M,W,CO,FALSE,attack,Foot,FALSE
shot,gun,19,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,70,M,W,TX,FALSE,other,Not fleeing,FALSE
shot,gun,37,M,B,MO,TRUE,attack,Not fleeing,FALSE
shot,gun,53,M,W,CA,FALSE,attack,Not fleeing,FALSE
shot,unarmed,84,F,W,TX,FALSE,other,Not fleeing,FALSE
shot and Tasered,pick-axe,46,M,H,TX,TRUE,other,Not fleeing,FALSE
shot,gun,29,M,B,VA,FALSE,attack,Other,FALSE
shot,knife,32,F,W,FL,FALSE,other,Not fleeing,FALSE
shot,gun,27,M,H,AZ,FALSE,attack,Foot,FALSE
shot,knife,38,M,A,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,20,M,B,OR,TRUE,attack,Not fleeing,FALSE
shot,gun,45,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,32,M,W,CA,TRUE,attack,Not fleeing,FALSE
shot,gun,48,M,H,NM,FALSE,other,Foot,FALSE
shot,gun,57,M,H,TX,FALSE,attack,Not fleeing,FALSE
shot,knife,34,F,B,IL,TRUE,other,Car,TRUE
shot,gun,16,M,W,MI,TRUE,attack,Foot,FALSE
shot,gun,47,M,W,MI,FALSE,attack,Foot,FALSE
shot,gun,61,M,W,NC,FALSE,attack,Not fleeing,FALSE
shot,gun,31,M,W,CO,FALSE,other,Not fleeing,FALSE
shot and Tasered,baseball bat,46,M,B,NY,FALSE,attack,Not fleeing,FALSE
shot and Tasered,baton,27,M,B,CA,TRUE,attack,Foot,FALSE
shot,gun,31,M,W,UT,FALSE,other,Not fleeing,FALSE
shot,unarmed,31,M,B,LA,TRUE,attack,Not fleeing,FALSE
shot and Tasered,unarmed,27,M,B,AZ,FALSE,attack,Not fleeing,FALSE
shot,gun,49,M,B,TN,FALSE,attack,Not fleeing,FALSE
shot,knife,26,M,W,TN,TRUE,other,Foot,FALSE
shot,knife,28,M,W,WA,TRUE,other,Not fleeing,FALSE
shot,gun,50,M,H,CA,FALSE,other,Car,FALSE
shot,unarmed,23,M,B,CA,FALSE,other,Foot,TRUE
shot,knife,40,M,H,CA,FALSE,other,Foot,FALSE
shot,gun,50,M,N,KY,FALSE,attack,Other,FALSE
shot,crossbow,50,M,W,AR,FALSE,other,Not fleeing,FALSE
shot,unarmed,27,M,A,CO,FALSE,other,Car,FALSE
shot and Tasered,knife,35,M,B,SC,FALSE,other,Not fleeing,TRUE
shot,gun,32,M,W,KY,FALSE,attack,Not fleeing,FALSE
shot,gun,56,M,W,NC,TRUE,attack,Not fleeing,FALSE
shot,gun,56,M,W,NJ,FALSE,other,Not fleeing,FALSE
shot,gun,39,M,N,OK,TRUE,attack,Not fleeing,TRUE
shot,knife,47,M,W,OK,TRUE,other,Not fleeing,FALSE
shot,gun,25,M,W,FL,TRUE,attack,Not fleeing,FALSE
shot,gun,21,M,A,CA,FALSE,attack,Not fleeing,FALSE
shot,knife,18,M,H,TX,FALSE,attack,Foot,FALSE
shot,gun,36,M,H,IL,FALSE,attack,Foot,FALSE
shot,unarmed,35,M,B,TX,TRUE,attack,Not fleeing,FALSE
shot,gun,29,M,W,TX,FALSE,attack,Not fleeing,FALSE
shot,unknown weapon,40,M,W,MI,FALSE,other,Car,FALSE
shot,incendiary device,48,M,H,AZ,FALSE,other,Not fleeing,FALSE
shot and Tasered,knife,23,M,W,AZ,FALSE,attack,Not fleeing,FALSE
shot,unarmed,42,M,W,AK,FALSE,attack,Not fleeing,FALSE
shot,knife,20,M,N,AK,FALSE,other,Foot,FALSE
shot,gun,25,F,W,OH,FALSE,attack,Not fleeing,FALSE
shot,gun,28,M,H,TX,FALSE,attack,Not fleeing,FALSE
shot,gun,41,M,H,NC,FALSE,attack,Not fleeing,TRUE
shot,unarmed,24,M,W,FL,TRUE,attack,Other,TRUE
shot,unknown weapon,29,M,W,ID,FALSE,undetermined,Not fleeing,FALSE
shot,vehicle,33,F,W,AL,FALSE,attack,Car,FALSE
shot,gun,44,M,H,AZ,FALSE,attack,Not fleeing,FALSE
shot,gun and knife,31,M,W,OK,TRUE,other,Not fleeing,FALSE
shot,gun,26,M,W,PA,FALSE,attack,Foot,FALSE
shot,gun,51,M,W,KY,FALSE,attack,Not fleeing,FALSE
shot,gun,29,M,W,SC,TRUE,other,Car,FALSE
shot,knife,61,M,W,AZ,FALSE,other,Not fleeing,FALSE
shot,gun,44,M,H,TX,TRUE,attack,Other,TRUE
shot,gun,39,M,B,WV,TRUE,attack,Car,FALSE
shot,gun,35,M,W,TN,FALSE,other,Other,FALSE
shot and Tasered,knife,39,M,W,NV,FALSE,other,Not fleeing,TRUE
shot,gun,60,M,B,NC,FALSE,other,Not fleeing,FALSE
shot,toy weapon,42,M,W,CA,FALSE,other,Not fleeing,FALSE
shot,machete,27,M,W,OK,FALSE,attack,Not fleeing,FALSE
shot,gun,33,M,H,TX,FALSE,other,Not fleeing,FALSE
shot,gun,60,M,B,LA,FALSE,attack,Not fleeing,FALSE
shot,gun,24,M,W,LA,FALSE,attack,Car,FALSE
shot,gun,41,M,B,FL,FALSE,attack,Car,FALSE
shot,knife,41,M,B,NC,FALSE,other,Not fleeing,FALSE
shot,gun,34,M,B,MI,TRUE,attack,Not fleeing,FALSE
shot,knife,23,M,H,TX,TRUE,other,Not fleeing,FALSE
shot,gun,49,M,W,AL,TRUE,undetermined,Not fleeing,TRUE
shot,knife,27,M,B,OK,TRUE,other,Not fleeing,FALSE
shot,gun,34,M,H,TX,FALSE,other,Foot,FALSE
shot,metal pipe,34,M,B,NY,TRUE,attack,Not fleeing,FALSE
shot,gun,44,F,W,AZ,FALSE,attack,Not fleeing,FALSE
shot,gun,30,M,W,AZ,FALSE,attack,Foot,FALSE
shot,gun,81,M,W,NY,FALSE,attack,Not fleeing,FALSE
shot,gun,40,M,W,PA,FALSE,attack,Not fleeing,FALSE
shot,knife,27,M,B,IN,FALSE,other,Not fleeing,FALSE
shot,vehicle,26,M,B,CA,FALSE,attack,Not fleeing,FALSE
shot,gun,18,M,A,CA,FALSE,attack,Foot,FALSE
shot,gun,59,M,W,WV,FALSE,other,Foot,TRUE
shot,knife,56,M,H,IN,TRUE,other,Not fleeing,FALSE
shot,gun,22,M,H,NV,TRUE,attack,Not fleeing,FALSE
shot,gun,34,M,A,NV,FALSE,attack,Not fleeing,FALSE
shot,knife,23,M,W,AR,FALSE,attack,Foot,FALSE
shot,gun,36,M,W,WA,FALSE,attack,Not fleeing,FALSE
shot,knife,48,M,W,OR,TRUE,other,Other,FALSE
shot,gun,33,M,W,CA,FALSE,attack,Not fleeing,FALSE
shot,toy weapon,24,M,H,CA,FALSE,attack,Not fleeing,FALSE
shot,unarmed,25,M,B,VA,FALSE,other,Other,TRUE
shot,screwdriver,20,M,B,UT,FALSE,other,Foot,TRUE
shot,screwdriver,45,M,W,KY,TRUE,other,Not fleeing,TRUE
shot,gun,29,M,W,CA,FALSE,other,Foot,TRUE
